Brand,Logo,Since,Country,Info
SMOKERISE,https://image.msscdn.net/mfile_s01/_brand/free_medium/smokerise.png?202402261445,SINCE 2009,미국,스모크라이즈(SMOKERISE)는 뉴욕 기반의 패션 스트릿 웨어 브랜드입니다. 다양한 문화를 담은 힙합 감성과 자유로운 개성의 편안한 라이프스타일을 추구합니다. 끊임없는 도전과 연구로 새로움을 표현하고 다양한 아티스트들과의 소통을 통해 독자적인 개성을 보여주고자 합니다.
TONYLAWRENCE,https://image.msscdn.net/mfile_s01/_brand/free_medium/tonylawrence.png?202401301153,SINCE 2022,한국,"토니 로렌스(TONY LAWRENCE)는 컨템포러리 무드를 기반으로 트레디셔널과 모던 베이식을 믹스한 남성복 브랜드입니다. 정교한 테일러링과 미니멀한 디자인을 바탕으로 유니크한 디테일로 실루엣과 밸런스 그리고 다양한 스타일링을 연출하며, 퀄리티 높은 소재 등 세세한 부분까지 신경 쓴 디자인 브랜드입니다."
MMIC,https://image.msscdn.net/mfile_s01/_brand/free_medium/mmic.png?202402261446,SINCE 2018,한국,"엠엠아이씨(MMIC)는 'Make MI Chic'의 줄임말입니다. 여기서 '시크'는 시선의 능동적 주체가 되는 것, 곧 나 자신이 되는 것을 의미합니다. 얼터네이티브 빈티지는 과거를 현재로 재해석하여 질문하고 탐구하는 엠엠아이씨만의 표현의 도구입니다. 엠엠아이씨는 여성성과 남성성의 공존을 다양한 소재와 디자인을 통해 중립적 형태로 전달하고자 합니다."
REORG,https://image.msscdn.net/mfile_s01/_brand/free_medium/reorg.png?202401241734,SINCE 2016,한국,"리올그(REORG)는 페미닌한 스타일을 베이스로, 여성의 라인과 실루엣에 중점을 둔 브랜드입니다. 사랑스럽고 페미닌한 디자인에 리올그만의 무드를 더해 ‘새롭게 피어나는’ 순간의 아름다움을 선물합니다."
STUDIOTOMBOY,https://image.msscdn.net/mfile_s01/_brand/free_medium/studiotomboy.png?202402201132,SINCE 1977,한국,스튜디오 톰보이(STUDIO TOMBOY)는 한국을 대표하는 자유로운 감성의 컨템포러리 캐주얼 브랜드입니다. 시간이 지나도 변하지 않는 모던하고 감각적인 라이프스타일을 이끌어갑니다.
VERNE,https://image.msscdn.net/mfile_s01/_brand/free_medium/verne.png?202311090812,SINCE 2007,한국,베른(VERNE)은 가벼움과 편안함을 추구하는 캠핑용품 전문 브랜드입니다. 백패킹 테이블을 대표하는 트레킹 패드와 독창적인 구조의 캠핑 테이블 그리고 텐트 타프 야전침대 등 아웃도어용품을 포함한 라이프 기어를 제안합니다.
EASTSERVICESHOP,https://image.msscdn.net/mfile_s01/_brand/free_medium/eastserviceshop.png?202402151543,SINCE 2023,한국,이스트서비스샵(EAST SERVICE SHOP)은 'SERVING FOR ONLY LIVING ONCE'를 콘셉트로 하는 캐주얼 브랜드입니다. 한 번뿐인 삶을 살아가는 모든 이들에게 즐겁고 행복한 경험을 선사하고자 합니다.
EXPIREDGIRL,https://image.msscdn.net/mfile_s01/_brand/free_medium/expiredgirl.png?202401241814,SINCE 2019,한국,"익스파이어드걸(EXPIRED GIRL)은 밀레니얼 세대가 경험한 2000년대 팝컬쳐의 무드를 트렌드에 맞게 재해석하는 여성복 브랜드입니다. 여성스러운 실루엣이 강조된 트랙수트가 시그니처 아이템으로, 캐주얼하면서도 본인만의 개성을 표현할 수 있는 스타일을 제안합니다."
RAINMAKER,https://image.msscdn.net/mfile_s01/_brand/free_medium/rainmaker.png?202312050546,SINCE 2020,한국,레인메이커(RAINMAKER)는 임팩트 있는 RR 심벌을 토대로 트렌디하고 현대적이면서도 세상에 존재하지 않는 확고한 스타일을 선보이는 브랜드입니다.
GOTTERGALLERY,https://image.msscdn.net/mfile_s01/_brand/free_medium/gottergallery.png?202402291719,SINCE 2022,한국,"가터갤러리(GOTTER GALLERY)는 신이 창조물을 만들듯 패션, 색, 스타일 등 서로 다른 요소를 재창조하고 다양한 문화와의 협업, 프로젝트를 통해 새로운 이미지를 표현하는 브랜드입니다."
MALOUPE,https://image.msscdn.net/mfile_s01/_brand/free_medium/maloupe.png?202401241808,SINCE 2021,한국,마롭(MALOUPE)은 꼭 필요한 요소만을 담아 스타일의 한계를 넘어 자신만의 감성과 개성을 표현할 수 있도록 제안합니다.
DAMP,https://image.msscdn.net/mfile_s01/_brand/free_medium/damp.png?202308030030,SINCE 2011,한국,"DAMP(돈애스크마이플랜)은 2011년부터 시작한 스트리트 컬처 브랜드로 스케이트보드, 픽시 바이크처럼 활동적인 라이프 스타일의 디자인 의류를 제작합니다. 남들의 눈을 의식한 계획이 아닌 자신만의 계획을 간직한 사람들을 위해 판매 수입금을 독립영화, 익스트림 스포츠 등에 후원하고 있습니다."
ROMANTICPIRATES,https://image.msscdn.net/mfile_s01/_brand/free_medium/romanticpirates.png?202208220045,SINCE 2014,한국,"ROMANTICPIRATES(로맨틱 파이어리츠)는 클래식한 디자인과 모던한 핏의 하모니를 바탕으로,'NEW TRADITION'을 지향하는 브랜드입니다. 군더더기 없는 심플한 라인 위에 작은 디테일들을 덧대어, 어떤 드레스코드에도 편안하게 녹아들수 있는 디자인을 최고의 가치로 여기며, 합리적인 가격의 올바른 상품을 만들어 나가는 브랜드 입니다"
CONCEPTS1ONE,https://image.msscdn.net/mfile_s01/_brand/free_medium/concepts1one.png?202402271121,SINCE 1994,한국,CONCEPTS1ONE(컨셉원)은 트렌디한 감각으로 Formal 하고 Casual 하게 재해석한 비즈니스 캐주얼 브랜드입니다.
PLZPROJECT,https://image.msscdn.net/mfile_s01/_brand/free_medium/plzproject.png?202308070559,SINCE 2021,한국,"플리즈프로젝트(PLZPROJECT)는 일상 속 즐거움과 특별함을 위해 연구합니다. 심플한 실루엣에 인상적인 패턴을 접목하여 매 시즌 유니크하고 트렌디한 아이템을 전개하며, 플리즈프로젝트만의 독특한 아이덴티티를 표현하고 있습니다."
SCHISMINDUCING,https://image.msscdn.net/mfile_s01/_brand/free_medium/schisminducing.png?202401171301,SINCE 2022,한국,"스키즘 인듀싱(SCHISM INDUCING)은 고정관념에서 벗어난 제품을 추구합니다. 아카이브는 존중하되, 그것을 끊임없이 분열시키고 재창조합니다."
HAVEHAD,https://image.msscdn.net/mfile_s01/_brand/free_medium/havehad.png?202302210255,SINCE 2016,한국,"해브해드(HAVE HAD)는 단순히 입는 역할의 옷을 넘어, 도시를 거치는 다양한 사람과 삶의 모습을 함께 만들어 가는 브랜드입니다. 해브해드는 낭비 없이 필요한 만큼만 만드는 친환경적 활동을 추구합니다."
MANGO,https://image.msscdn.net/mfile_s01/_brand/free_medium/mango.png?202403141819,SINCE 2018,스페인,"망고(MANGO)는 바르셀로나, 지중해에서 디자인된 글로벌 SPA 브랜드입니다."
MAKEITTO,https://image.msscdn.net/mfile_s01/_brand/free_medium/makeitto.png?202304180655,SINCE 2020,한국,"메이킷투(MAKEITTO)는 좋은 소재와 좋은 봉제로 시간이 지나도 변함없는 가치의 옷을 만드는 컨템포러리 캐주얼 브랜드입니다. 어제, 오늘 그리고 내일 입어도 지루하지 않은 에브리데이 웨어를 추구합니다."
GRAMOUNCEPOUND,https://image.msscdn.net/mfile_s01/_brand/free_medium/gramouncepound.png?202310200530,SINCE 2021,한국,"그램 아운스 파운드(GRAM OUNCE POUND)는 무게 단위를 나열한 것으로, 결국 무게라는 하나의 가치를 나타내고자 하는 의미를 담았습니다. 또한 브랜드의 부제인 '패스트 익스체인지 스토어(PAST EXCHANGE STORE)'는 과거와 그 당시의 다양한 문화적 요소를 현대의 뉴 트렌드 스타일과 접목하고자 하는 의지를 담은 스토어 콘셉트 브랜드임을 표현합니다."
DBETTER,https://image.msscdn.net/mfile_s01/_brand/free_medium/dbetter.png?202402271710,SINCE 2023,한국,드베터(DBETTER)는 절제되고 지능적인 디자인과 트렌디한 디자인을 접목하여 좋은 소재와 퀄리티의 아이템을 제공하고 만족감을 선사하고자 합니다.
DELIGHTPOOL,https://image.msscdn.net/mfile_s01/_brand/free_medium/delightpool.png?202402131145,SINCE 2019,한국,딜라잇풀(DELIGHTPOOL)은 즐겁고 레크리에이셔널한 스타일과 지속 가능한 패션을 지향하는 브랜드입니다. 폐플라스틱 재활용 소재를 사용해 환경친화적이면서도 스타일리시한 라이프 스타일을 제안합니다.
AMFEAST,https://image.msscdn.net/mfile_s01/_brand/free_medium/amfeast.png?202402271427,SINCE 2013,한국,암피스트(AMFEAST)는 헤밍웨이의 소설 'A MOVEABLE FEAST'에서 영감을 받아 론칭한 브랜드입니다. 위트 있는 캐주얼한 무드의 클래시컬 맨즈 웨어를 선보입니다.
APOSTROPHECOMMA,https://image.msscdn.net/mfile_s01/_brand/free_medium/apostrophecomma.png?202401241029,SINCE 2020,한국,"어퍼스트로피 콤마(APOSTROPHE COMMA)는 정체성, 독창성을 바탕으로, 미니멀 스타일에 다른 분야에서 영감을 얻은 그래픽 요소를 더해 기존 라이프스타일의 관점을 바꾸고 새로운 관점과 감성을 제시합니다. 과하지 않지만 흔하지 않은, 어퍼스트로피 콤마만의 감성을 담은 하이 퀄리티의 제품을 합리적인 가격으로 선보입니다."
NOCONTENT,https://image.msscdn.net/mfile_s01/_brand/free_medium/nocontent.png?202306200129,SINCE 2020,한국,"노컨텐츠(NOCONTENT)는 모든 이들이 아름다운 것들을 사랑하며 아름다운 사람이 되기를 바랍니다. 정해지지 않은 자유롭고 즐거운 것을 만들며, 밝고 활기찬 에너지를 제품에 담아 고객들에게 기분 좋은 에너지를 선사하고자 합니다."
TARGETTO,https://image.msscdn.net/mfile_s01/_brand/free_medium/targetto.png?202402231702,SINCE 2014,한국,"타게토(TARGETTO)는 'What's your favorite TGT?'라는 슬로건을 바탕으로, 시시각각 변하는 시대와 문화에 반응해 매 시즌 타게토만의 매력적이고 콘셉추얼한 컬렉션을 전개합니다."
GIVENCHY,https://image.msscdn.net/mfile_s01/_brand/free_medium/givenchy.png?202311031538,SINCE 1952,이탈리아,"GIVENCHY(지방시)의 위베르 드 지방시(Hubert de Givenchy,1927~)는 대중적인 요소는 배제하고 전통적인 쿠튀르 하우스의 전형이던 우아하고 구조적인 이브닝웨어를 재탄생시킴으로서 클래식하면서도 세련된 스타일을 완성한 디자이너로 잘 알려져 있습니다. 지방시의 시그니처는""베티나 블라우스(Bettina Blouse)""라 불렸던 화이트 면 셔츠 블라우스와 그의 뮤즈 오드리 헵번(Audrey Hepburn)의 ""리틀 블랙 드레스""로 구현된 ""심플하고 세련된 우아함""이라 할 수 있습니다."
VERSACE,https://image.msscdn.net/mfile_s01/_brand/free_medium/versace.png?202310100931,SINCE 1978,이탈리아,"베르사체(VERSACE)는 1978년 지아니 베르사체(Gianni Versace)에 의해 탄생한 이탈리안 럭셔리 브랜드로, 이탈리아의 자연, 건축, 역사, 예술을 글래머러스하게 녹여낸 패션 브랜드입니다. 브랜드의 상징인 메두사 모티프와 바로크 프린트를 풍성한 색감과 강렬한 아름다움으로 표현합니다."
LORDLOAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/lordloar.png?202309010303,SINCE 2021,한국,"로드로아르(LORDLOAR)는 컨템포러리 스포티 웨어 브랜드입니다. 골프, 테니스 등 각종 레저와 일상을 아우르는 웨어러블한 디자인에 감도 높은 기능성 고급 소재를 적용합니다. 품격과 격식은 유지하되 때와 장소 구분 없이 쉽고 편안하게 이용할 수 있는 스타일을 제안합니다."
MARKM,https://image.msscdn.net/mfile_s01/_brand/free_medium/markm.png?202402271431,SINCE 2017,한국,"마크엠(MARKM)은 슬로건 ‘Mark the Moment’처럼, 기억하고 싶은 순간을 만드는 데일리 캐주얼웨어 브랜드입니다. 일상과 여가의 경계에서 밀리터리와 워크 웨어 문화로부터 받은 영감을 바탕으로, 감각적인 디자인과 실용적인 요소가 어우러진 컬렉션을 선보입니다."
LAYERUNION,https://image.msscdn.net/mfile_s01/_brand/free_medium/layerunion.png?202306230631,SINCE 2013,한국,LAYER UNION(레이어 유니온)은 '전체는 부분의 총합 그 이상'을 지향하는 브랜드입니다. 돋보이는 '하나'보다 조화롭고 새로운 '전체'를 추구합니다. '지금 여기 우리'의 분위기를 레이어 유니온만의 감성으로 풀어서 간결하게 표현합니다.
EXERCISE,https://image.msscdn.net/mfile_s01/_brand/free_medium/exercise.png?202312150846,SINCE 2021,한국,엑서사이즈(EXERCISE)는 트렌드를 담아 일상에서 입기 좋은 옷을 제안합니다.
DUVETICA,https://image.msscdn.net/mfile_s01/_brand/free_medium/duvetica.png?202311150609,SINCE 2004,이탈리아,"듀베티카(DUVETICA)는 다채롭고 유니크한 디자인을 통해 이탈리안의 쿨한 애티튜드의 뉴 스타일을 제안하는 이탈리아 브랜드입니다. 기능성과 패션성을 겸비한 아이코닉 패딩 재킷으로 유명하며, 현대 이탈리아의 라이프스타일에서 영감받은 시그니처 스타일을 선보입니다."
NBA,https://image.msscdn.net/mfile_s01/_brand/free_medium/nba.png?202311060218,SINCE 2011,미국,"엔비에이(NBA)는 미국 프로농구팀의 팀 로고와 캐릭터, 이미지 등을 모티브로 활용하여 스포티한 의류부터 유니크한 액세서리까지 다양한 아이템을 전개하는 스트릿 캐주얼 브랜드입니다. 엔비에이와 함께 하는 컬처 페스티벌을 통해 선보이는 문화 콘텐츠를 통해 패션과 문화 트렌드를 제시합니다"
NORSEPROJECTS,https://image.msscdn.net/mfile_s01/_brand/free_medium/norseprojects.png?202311031535,SINCE 2009,덴마크,"노스 프로젝트(NORSE PROJECTS)는 덴마크 코펜하겐에서 탄생한 브랜드입니다. 토비아 슬로스(Tobia Sloth)의 크리에이티브 디렉팅 아래 스트릿, 클래식 워크 웨어에 하이엔드 패션의 요소가 가미된 라인을 선보입니다. 2004년 아트 갤러리와 스토어의 형태로 첫 오픈 이래, 2009년 노스 프로젝트 남성 라인을 선보이며 주목받고 있습니다. 지금까지 꾸준히 스칸디나비안 패션의 선구자적 입지를 다지고 있습니다."
BANTS,https://image.msscdn.net/mfile_s01/_brand/free_medium/bants.png?202312050526,SINCE 2015,한국,"반츠(BANTS)는 2015 F/W 시즌부터 시작한 부산의 남성복 브랜드입니다. ‘왜 다양한 체형이 소화할 수 있는 멋진 팬츠가 없을까?’라는 질문에서 시작된 반츠는 불편한 스키니 팬츠의 홍수 속에서 기존 기성복에서는 좀처럼 볼 수 없는 낙낙하고 맵시 있는 실루엣을 제안합니다. 팬츠 브랜드로 시작해 지금은 토탈 브랜드로 전개되고 있으며, 남성복에서 가장 중요하게 여기는 원단과 자연스러운 실루엣을 만들 수 있는 패턴에 집중합니다."
EDITION,https://image.msscdn.net/mfile_s01/_brand/free_medium/edition.png?202402291407,SINCE 2016,한국,"EDITION(에디션)은 어떠한 자리에서도 품위와 격식을 유지하되, 편안하고 세련된 스타일을 합리적인 가격에 제안하고 New Forty 남성을 위한 URBAN CASUAL 브랜드입니다."
SIWEOL107,https://image.msscdn.net/mfile_s01/_brand/free_medium/siweol107.png?202402221704,SINCE 2017,한국,시월107(SIWEOL107)은 언제 어디서나 활용할 수 있는 편안한 실루엣을 추구하는 브랜드입니다. 다양한 소재와 포인트를 적절히 매치하여 브랜드만의 로맨틱한 무드를 만나볼 수 있습니다.
KANCAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/kancan.png?202111120236,SINCE 2003,미국,캔캔(KANCAN)은 2003년 로스앤젤레스에서 탄생한 데님 브랜드입니다. 데님으로 표현할 수 있는 다양한 핏과 스타일을 매 시즌 새롭게 전개하며 뛰어난 품질의 데님 원단을 사용하고 업사이클링이 가능한 3R 생산 시스템을 활용해 미국 하이엔드 스트릿 패션 시장을 리딩하고 있습니다.
PLAKNIT,https://image.msscdn.net/mfile_s01/_brand/free_medium/plaknit.png?202301310641,SINCE 2021,한국,"플래니트(PLAKNIT)는 'GO THE EXTRA MILE'이라는 브랜드 슬로건 아래 스포츠의 정신과 물리적 기술력을 결합한 프리미엄 스포츠 웨어 브랜드입니다. 테크니컬 니트라는 친환경 기능성 소재에서 시작된 플래니트는 'Planet'과 'Knit'의 합성어로 특수 소재를 개발하여 만든 애슬레저의 기능적 장점과 패션 스타일을 동시에 추구하는 스포츠 브랜드입니다. 테크니컬 디자이너와 소재 전문가들이 모여 무수히 많은 시행착오와 특별한 노력을 통해 만든 플래니트는 테크니컬 니트의 강점을 살려 어떠한 스포츠 활동에도 제약을 받지 않는 편안함을 선사하며, 신체의 움직임을 연구하여 만든 최적의 핏과 디자인으로 다양한 아이템을 제안합니다."
ROYALCLUBHOLIDAY,https://image.msscdn.net/mfile_s01/_brand/free_medium/royalclubholiday.png?202306150250,SINCE 2022,한국,로열클럽홀리데이(ROYAL CLUB HOLIDAY)는 차세대 컴포트 프레피 웨어를 추구하는 브랜드입니다. 기존의 클래식한 프레피 요소에 활동적인 감성을 더해 색다른 핏과 색감을 보여줍니다.
MULAWEAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/mulawear.png?202403080848,SINCE 2013,한국,"뮬라웨어(MULAWEAR)는 스포츠 웨어의 편안함과 캐주얼 룩의 트렌디함이 만난 스타일리시 애슬레저 웨어입니다. 차별화된 원단과 편안함, 뮬라웨어만의 입체 패턴과 스타일리시한 디자인으로 언제 어디서나 스타일리시함을 선사합니다."
NOIRERFORWOMAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/noirerforwoman.png?202305300318,SINCE 2013,한국,노이어 포 우먼(NOIRER FOR WOMAN)+은 맨즈 웨어 노이어(NOIRER)에서 진화한 모던&클래식 기반의 뉴 컨템포러리 우먼즈 웨어 브랜드입니다. 세심한 감각과 다양한 디테일 그리고 고감도의 무드를 제안합니다. 노이어 포 우먼은 공유와 소통에 중점을 두고 새로운 가치를 선보이고자 합니다.
TAYLORMADEAPPAREL,https://image.msscdn.net/mfile_s01/_brand/free_medium/taylormadeapparel.png?202303170434,SINCE 2021,미국,테일러메이드 어패럴(TAYLORMADE APPAREL)은 뛰어난 퍼포먼스를 위한 하이브리드 골프 웨어 브랜드입니다. 일상생활뿐만 아니라 스포티즘과 스트릿 감성의 어반 라이프 캐주얼을 접목한 패셔너블 골프 웨어를 선보입니다.
OURSAYSOUR,https://image.msscdn.net/mfile_s01/_brand/free_medium/oursaysour.png?202402221525,SINCE 2022,한국,아워세이아워(OURSAYSOUR)는 '우리가 말하는 우리'라는 뜻입니다. 하나의 콘셉트를 설득하기보다는 소비자에게 필요한 가치를 트렌디하게 선보이는 유니섹스 캐주얼 브랜드입니다.
VANISHMENT,https://image.msscdn.net/mfile_s01/_brand/free_medium/vanishment.png?202401241736,SINCE 2022,한국,바니쉬먼트(VANISHMENT)는 트렌디한 지금을 꿈꾸는 브랜드입니다.
LEVAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/levar.png?202402261203,SINCE 2020,한국,"르바(LEVAR)는 우리의 일상에서 공존할 수 있는 실루엣과 편안한 무드를 지향합니다. 'Whenever'라는 슬로건 아래 자연스러움과 편안함이 주는 아름다움을 감각적으로 재해석하여 일상에서 함께하는, 공간적인 조화로움까지 전개합니다."
COMONINOZ,https://image.msscdn.net/mfile_s01/_brand/free_medium/comoninoz.png?202305080607,SINCE 2017,한국,"COMONINOZ(꼬모니노즈)는 복잡한 현대사회에서, 모든 사람들은 편안한 공간을 필요로하고, 편안한 라이프 스타일을 추구하는 브랜드입니다."
LITAIL,https://image.msscdn.net/mfile_s01/_brand/free_medium/litail.png?202310260654,SINCE 2023,한국,"리테일(LITAIL)은 'Little details, Big difference'라는 슬로건으로 원단의 텍스처나 디자인적 디테일로 차별화된 차이를 만드는 것을 목표로 합니다."
THEATG,https://image.msscdn.net/mfile_s01/_brand/free_medium/theatg.png?202310120447,SINCE 2011,한국,더엣지(THEATG)는 언제 어느 상황에서나 트렌드를 놓치지 않고 편안하고 감각적인 스타일을 추구합니다. 너무 앞선 미래도 과거도 아닌 오늘의 스타일을 제안합니다.
DIVINEDISTANCE,https://image.msscdn.net/mfile_s01/_brand/free_medium/divinedistance.png?202305180852,SINCE 2022,한국,디바인디스턴스(DIVINE DISTANCE)는 트렌드를 기반으로 자유로운 내일을 만듭니다.
PLASMASPHERE,https://image.msscdn.net/mfile_s01/_brand/free_medium/plasmasphere.png?202401241820,SINCE 2009,한국,"플라즈마스페어(PLASMA SPHERE)는 별들을 감싸고 있는 물질을 비유적으로 표현한, 별들의 옷을 의미하는 여성 모던 스트릿 캐주얼 브랜드입니다."
OURSCOPE,https://image.msscdn.net/mfile_s01/_brand/free_medium/ourscope.png?202310240207,SINCE 2017,한국,"아워스코프(OURSCOPE)는 '우리의 범위, 가능성'을 의미합니다. 캐주얼 웨어를 중심으로 다양한 감성을 담아 현대적인 분위기로 연출합니다. 아워스코프는 옷의 범위를 의복을 넘어 자기 표현의 수단으로 생각합니다."
KUL,https://image.msscdn.net/mfile_s01/_brand/free_medium/kul.png?202401100457,SINCE 2021,한국,큘(KUL)은 단순하면서도 재미있는 시선으로 디자인을 재해석하고 연구합니다.
OCEANPACIFIC,https://image.msscdn.net/mfile_s01/_brand/free_medium/oceanpacific.png?202401311150,SINCE 1972,미국,오션 퍼시픽(OCEAN PACIFIC)은 1960년대의 서프기어 브랜드를 바탕으로 1972년 짐 젠크스가 론칭했습니다. 서퍼들의 요구를 만족시키는 어패럴 브랜드를 시작으로 현재는 서프 컬처를 비롯한 비치 라이프스타일을 스트릿으로 옮긴 다양한 스타일을 선보이고 있습니다.
OffWhite,https://image.msscdn.net/mfile_s01/_brand/free_medium/offwhite.png?202311031535,SINCE 2012,미국,Off White(오프 화이트)는 '젋음은 죽지 않는다'라는 슬로건으로 주로 영하고 캐주얼한 디자인을 많이 선보이는 브랜드 입니다.
SINKINGDEEPER,https://image.msscdn.net/mfile_s01/_brand/free_medium/sinkingdeeper.png?202305080735,SINCE 2023,한국,"싱킹디퍼(SINKINGDEEPER)는 우리의 삶과 일상, 주변의 모든 것에서 영감을 받으며 넓은 시야를 통해 다양한 스펙트럼을 나타내는 브랜드입니다. 소재나 실루엣의 성질을 방해하지 않고 특성을 살린 디자인을 추구합니다."
COLUMBIA,https://image.msscdn.net/mfile_s01/_brand/free_medium/columbia.png?202312190703,SINCE 1938,미국,"COLUMBIA(컬럼비아)는 1938년 미국 오리건 주 포틀랜드에서 설립되어 미국, 캐나다를 넘어 라틴 아메리카, 아시아, 유럽, 중동 등 전 세계 약 100여 개 국가에서 판매되고 있는 글로벌 아웃도어 스포츠웨어 기업입니다. 컬럼비아의 수장 거트 보일 회장으로부터 이어진 브랜드 철학에 따라 어떠한 환경에서도 더 오래, 즐겁게 아웃도어 활동을 즐길 수 있도록 최고의 제품을 선사하기 위해 컬럼비아의 모든 직원은 완벽함을 위해 테스트를 즐기고 있습니다."
UNIFORMBRIDGEWOMEN,https://image.msscdn.net/mfile_s01/_brand/free_medium/uniformbridgewomen.png?202402271432,SINCE 2013,한국,"유니폼브릿지 우먼(UNIFORM BRIDGE WOMEN)은 클래식, 빈티지, 아웃도어, 밀리터리 등 기존 스타일을 베이스로 브랜드만의 해석을 더해 높은 퀄리티와 합리적인 가격의 제품을 선보이는 유니폼브릿지(UNIFORM BRIDGE)의 우먼 라인입니다. 기본에 충실하며 심플한 디자인 그리고 오래도록 함께할 수 있는 아이템으로 누구나 쉽게 입을 수 있습니다."
WAAC,https://image.msscdn.net/mfile_s01/_brand/free_medium/waac.png?202403121551,SINCE 2016,한국,"왁(WAAC)은 'Win At All Costs'의 약자로, '기필코 승리한다'라는 뜻을 가지고 있습니다. 상대의 집중력을 흐리게 하여 반드시 승리한다는 역발상에서 출발한 왁은 차별화된 그래픽과 위트 있는 디테일을 현대적으로 재해석한 디자인을 제안하는 골프 어패럴 브랜드입니다."
LOUISCASTEL,https://image.msscdn.net/mfile_s01/_brand/free_medium/louiscastel.png?202208050216,SINCE 2007,한국,루이까스텔(LOUIS CASTEL)은 명랑한 강아지 '닥스훈트'를 모티브로 만들어진 골프 웨어 브랜드입니다. 골프 전문성을 강화한 아이루카 라인을 통해 향상된 골프 퍼포먼스를 선사합니다.
DOUBLERL,https://image.msscdn.net/mfile_s01/_brand/free_medium/doublerl.png?202402221058,SINCE 1993,미국,"더블알엘(DOUBLE RL)은 정직함과 개성 그리고 오래되어 낡은 것들이 지닌 매력에 초점을 둔 진정한 아메리칸 정신을 포착합니다. 1993년 콜로라도에 자리한 랄프 로렌과 리키 로렌의 목장 'RRL'에서 이름을 따 론칭한 더블알엘은 워크 웨어와 군용 장비에 뿌리를 둔 셀비지 데님, 빈티지 의류와 액세서리 등 쿨하면서도 거친 스포츠 웨어 무드의 컬렉션을 선보입니다. 브랜드의 핵심인 데님을 비롯한 더블알엘의 제품은 링 방적으로 제직한 장섬유 면사에 전통적인 염색 공정과 장인의 수공예 마무리를 거쳐 고품질의 기술력과 디테일로 탄생합니다. 더블알엘의 익스클루시브 데님 원단과 한정판 제품들은 이미 전 세계의 수많은 컬렉터들에게 사랑받고 있습니다."
PINKPINEAPPLE,https://image.msscdn.net/mfile_s01/_brand/free_medium/pinkpineapple.png?202403041214,SINCE 2020,한국,핑크파인애플(PINK PINEAPPLE)은 이지하고 시크한 디자인에 키치하고 러블리한 무드를 녹여내는 브랜드입니다.
BORNSLIPPY,https://image.msscdn.net/mfile_s01/_brand/free_medium/bornslippy.png?202402011230,SINCE 2023,한국,본슬리피(BORN SLIPPY)는 'What flavor would you like?'라는 주제로 여러 가지 특징을 다양하게 표현하는 라이프 스타일 브랜드입니다.
MOGRAMI,https://image.msscdn.net/mfile_s01/_brand/free_medium/mogrami.png?202305240703,SINCE 2019,한국,모그라미(MOGRAMI)'상상력에 편안함을 입히다'라는 슬로건 아래 급변하는 트렌드 속에서 편안하고 트렌디한 아이템을 제안합니다.
OAKLEY,https://image.msscdn.net/mfile_s01/_brand/free_medium/oakley.png?202402191204,SINCE 1975,미국,"오클리(OAKLEY)는 1975년 짐 저나드(Jim Jannard)가 론칭한 미국의 브랜드입니다. 1990년대 초부터 세계 각국의 뛰어난 디자이너와 과학자를 대거 영입하며 패션 선글라스의 역사를 다시 쓰기 시작하였습니다. 기존 업계에 없는 최첨단 디자인 기법과 제조 공법 및 수많은 특허 소재의 개발로 독창적인 디자인의 고성능 브랜드로 도약하였습니다. 최근 고프코어 트렌드 덕에 가장 주목받는 브랜드로, 하이테크와 애슬레저의 트렌드 무드에 열광하는 MZ 세대 소비자에게 새로운 가치와 경험을 제공하고 있습니다."
MAVRK,https://image.msscdn.net/mfile_s01/_brand/free_medium/mavrk.png?202304180312,SINCE 2019,한국,"매버릭(MAVRK)은 독립적이고 개성 강한 사람을 뜻합니다. 각자의 개성을 존중하며 꾸미지 않은 듯 단순하지만 세련된 매력으로 유행과 상관없는 자연미를 추구합니다. 스포츠 웨어를 기반으로 도시적인 세련미와 절제된 단순미, 지성미를 반영한 믹스 매치 스타일을 제안합니다."
SALVATOREFERRAGAMO,https://image.msscdn.net/mfile_s01/_brand/free_medium/salvatoreferragamo.png?202311031532,SINCE 1927,이탈리아,SALVATORE FERRAGAMO(페라가모)는 깔끔한 테일러링과 언제나 사랑받는 디자인을 부드러운 가죽에 담아 이탈리아 브랜드 고유의 장인 정신을 대표하는 브랜드입니다.
WIDEANGLE,https://image.msscdn.net/mfile_s01/_brand/free_medium/wideangle.png?202402221001,SINCE 2014,한국,와이드앵글(WIDEANGLE)은 스타일과 기능성을 모두 갖춘 스타일리시 골프 웨어 브랜드입니다.
