Brand_KR,Brand_ENG,Logo,Since,Country,Info,개수
베리베인,VERYVAIN,https://image.msscdn.net/mfile_s01/_brand/free_medium/veryvain.png?202105210155,SINCE 2014,한국,VERYVAIN(베리베인)은 보다 자연스럽게 누구에게나 공감 받을 수 있는 디자인을 추구하는 브랜드로 기본을 지키되 단순함으로 머무는 것이 아닌 가장 진화된 기본을 지향합니다. 심플과 유니크의 조화로움으로 평범한 일상뿐 아니라 임팩트가 필요한 드레스코드까지 다양한 소비자 패턴과 취향을 포괄하는 브랜드입니다.,283
이미스,EMIS,https://image.msscdn.net/mfile_s01/_brand/free_medium/emis.png?202309060702,SINCE 2017,한국,이미스(EMIS)는 'every moment is special'이라는 슬로건을 바탕으로 평범한 일상 속 특별함을 추구합니다. 다양한 프로젝트를 통해 키치하고 미니멀한 무드로 여러분의 일상 속 특별한 순간을 만들고자 합니다.,254
와이케이,WAIKEI,https://image.msscdn.net/mfile_s01/_brand/free_medium/waikei.png?202402201132,SINCE 2017,한국,"WAIKEI(와이케이)는 돌고래를 키우고 싶어하던 디자이너의 꿈에서 출발 된 엉뚱하지만 사랑스러운 무드를 바탕으로 시작되었습니다. 사랑스럽지만 시크하며, 세련된 컨템포러리 룩을 제안합니다. 베이직한 아이템을 트렌디하게 풀어 고급스럽고 웨어러블한 유니섹스 의류와 악세서리를 디자인합니다.",780
골든베어,GOLDENBEAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/goldenbear.png?202403071007,SINCE 2021,한국,"골든베어(GOLDEN BEAR)는 스트릿 문화를 담은 골프 웨어로, 골프를 편견 없이 자유롭게 즐기는 라이프스타일을 지향합니다. 각각의 개성에 따라 다르게 표현하듯 그린도 스트릿이 되는 편견 없는 스타일링을 추구합니다.",1541
미나브,MINAV,https://image.msscdn.net/mfile_s01/_brand/free_medium/minav.png?202403131614,SINCE 2012,한국,"미나브(MINAV)는 현대적인 감성으로 재해석한 디테일과 실루엣을 바탕으로 복식이 주는 심미성을 지향하며, 가치 있는 소비를 추구합니다.",180
네스티팬시클럽,NASTYFANCYCLUB,https://image.msscdn.net/mfile_s01/_brand/free_medium/nastyfancyclub.png?202402271122,SINCE 2019,한국,네스티팬시클럽(NASTY FANCY CLUB)은 팬시를 생각하면 떠오르는 자신감 넘치고 매력적인 친구들을 위한 미워할 수 없는 매력적인 아이템들과 활동성 있는 다양한 제품을 선보이는 브랜드입니다.,398
웬즈데이오아시스,WEDNESDAYOASIS,https://image.msscdn.net/mfile_s01/_brand/free_medium/wednesdayoasis.png?202403131103,SINCE 2023,한국,웬즈데이 오아시스(WEDNESDAY OASIS)는 삶 속 휴식 같은 옷을 핵심 가치로 추구합니다. 미니멀 디자인을 기반으로 포근하고 안락한 라이프스타일과 함께할 수 있는 제품을 만들어 나가고자 합니다.,129
비헤비어,BEHEAVYER,https://image.msscdn.net/mfile_s01/_brand/free_medium/beheavyer.png?202403111608,SINCE 2015,한국,비헤비어(BEHEAVYER)는 필요에 의해 만들어진 과거의 의복에 현 시대상의 모습을 투영합니다. '오리지널'을 모토로 고증에 충실하며 현재의 생활에 알맞게 패턴화한 실루엣과 디자인으로 재해석한 결과물을 선보입니다. 본질을 지키며 진보한 형태로 세월이 지나도 변하지 않는 가치를 지향합니다. 여러분의 일상적인 복식에 클래식이 더해지길 바랍니다.,67
비얼디드키드,BEARDEDKID,https://image.msscdn.net/mfile_s01/_brand/free_medium/beardedkid.png?202403041634,SINCE 2016,한국,"비얼디드키드(BEARDED KID)는 수염 난 어린이라는 모순적인 뜻의 비얼디드키드는 획일화되지 않은 각자의 개성 있는 취향과 라이프스타일을 존중합니다. 비얼디드키드는 새로운 일상이라는 슬로건 아래, 일상 속에서 쉽게 입을 수 있는 편안한 옷을 만듭니다.",272
엠엠엘지,MMLG,https://image.msscdn.net/mfile_s01/_brand/free_medium/mmlg.png?202402271122,SINCE 2017,한국,"엠엠엘지(MMLG)는 'Chat Play Casually'를 기반으로 기분 좋은 가벼움과 건강함을 느낄 수 있는 디자인을 지향합니다. 캐주얼한 일상에서 하루쯤은 즉흥적이어도 괜찮은, 에브리데이 웨어 컬렉션을 선보입니다.",1315
더바이닐하우스,THEVINYLHOUSE,https://image.msscdn.net/mfile_s01/_brand/free_medium/thevinylhouse.png?202308160136,SINCE 2022,한국,더바이닐하우스(THEVINYLHOUSE)는 'WE SPRAY OUR TASTE IN THE GREENHOUSE'라는 슬로건 아래 2022년 론칭한 브랜드입니다. 트렌디한 옷보다 우리가 입고 싶은 옷을 만듭니다. 매 시즌 새로운 콘셉트로 독창적인 색과 소재를 통해 새로운 디자인을 보여줍니다.,427
아르반,AREUBAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/areuban.png?202308180201,SINCE 2019,한국,아르반(AREUBAN)은 숙련된 제조업체와 긴밀히 협력하며 의상을 제작하는 브랜드입니다.아르반다운 의상을 만들기 위해 브랜드의 윤리와 완벽함의 가치를 본질적으로 이해하는 전문가들이 헌신적으로 참여합니다.,80
세인트페인,SAINTPAIN,https://image.msscdn.net/mfile_s01/_brand/free_medium/saintpain.png?202310130735,SINCE 2013,한국,"SAINTPAIN(세인트페인)은 '성스러운(Saint)'과 '고통(Pain)'의 합성어로 젊은날 느끼는 모든 고통들과 꿈을 이루기 위한 모든 과정들을 의미하고 있다. 타투(Tattoo), 바이크(Bike), 스케이트보드(Skateboard), 음악(Music) 등 그 모든 하위문화들과 그들이 느끼는 아픔들을 우리는 성스러움으로 표현하고자 한다.",779
에이카화이트,AECAWHITE,https://image.msscdn.net/mfile_s01/_brand/free_medium/aecawhite.png?202312060616,SINCE 2016,한국,"에이카 화이트(AECA WHITE)는 2016년 서인재 디렉터가 론칭한 캐주얼 브랜드입니다. 에이카 화이트는 음악과 운동 등 자유롭고 독창적이며 도전적인 문화에서 영감을 받고, 삶과 선택에 대한 이야기를 '( ) for BALANCE'라는 슬로건 안에 담습니다. '모든 선택은 자신의 균형을 위함'이라고 생각하는 에이카 화이트는 신념, 의지, 결심, 선택, 도전 등 그 균형에 대한 이야기들을 우리만의 디자인에 담아 당신의 균형을 위한 선택들을 서포트합니다. 여러 세대를 아우르는 에이카 화이트의 편안하고 깨끗하며 세련된 디자인은 오랜 시간의 노하우를 가진 장인들과의 협업과 에이카 화이트만의 해석으로 탄생하며, 높은 퀄리티와 합리적인 가격을 자랑합니다. 우리는 에이카 화이트가 당신의 선택과 균형 속에 늘 함께 하길 바랍니다.",717
유희,YOUHEE,https://image.msscdn.net/mfile_s01/_brand/free_medium/youhee.png?202402291406,SINCE 2022,한국,유희(YOUHEE)는 동시대의 트렌드를 선두하며 브랜드만의 정체성을 매 시즌 새롭게 확립하고 다양성을 추구하는 이들을 위한 모두가 어우러지는 컬처를 만들어 가는 브랜드입니다.,155
포트너스,FOTTNERS,https://image.msscdn.net/mfile_s01/_brand/free_medium/fottners.png?202311210005,SINCE 2021,한국,포트너스(FOTTNERS)는 가치 있는 옷감과 뛰어난 만듦새로 유연한 실루엣을 담아내는 브랜드입니다. 장인 정신이 깃든 우수한 공정과 오랜 시간이 지나도 꾸준히 활용할 수 있는 고유한 소재 모두 만족하는 토털 웨어 브랜드입니다.,76
어나더 아카이브,ANOTHERARCHIVE,https://image.msscdn.net/mfile_s01/_brand/free_medium/anotherarchive.png?202309070737,SINCE 2020,한국,"어나더 아카이브(ANOTHER ARCHIVE)는 또 다른 자신의 기록이라는, 평범하지만 남들과 다른 나를 표현하고자 하는 의미를 담고 있습니다. 이지 스트릿 캐주얼 웨어를 기반으로 'a moment a instant'라는 슬로건에 어울리는, 일상의 순간순간마다 나를 표현하는 모든 것을 기록하고자 합니다.",321
키르시,KIRSH,https://image.msscdn.net/mfile_s01/_brand/free_medium/kirsh.png?202310200851,SINCE 2015,한국,"KIRSH(키르시)는 2008년 “CORPORATE ROCK&ROLL”이란 슬로건 아래 시작 된 VIVA STUDIO의 새로운 레이블입니다. “Research and Creativity”를 IDENTITY로 문화와 시대현상에 대한 수 많은 관심과 관찰을 통해, 새로운 것을 창조하는 이 시대의 젊음과 그 들의 의복을 대변하는 브랜드입니다.",813
펀치라인,PUNCHLINE,https://image.msscdn.net/mfile_s01/_brand/free_medium/punchline.png?202403121541,SINCE 2009,한국,"펀치라인(PUNCHLINE)은 사전적 의미로 농담 등에서 핵심이 되는 결정적인 구절을 의미합니다. 클래식과 심플함을 기본 콘셉트로 자체적으로 제품을 제작&생산하고 있으며, 펀치라인만의 고유한 느낌과 컬러 덕분에 적지 않은 마니아층이 형성되어 있습니다. 창의적이고 독창적이면서도 대중적인 느낌을 잃지 않는 제품을 선보입니다.",281
본투윈,BORNTOWIN,https://image.msscdn.net/mfile_s01/_brand/free_medium/borntowin.png?202401231604,SINCE 2019,한국,"본투윈(BORN TO WIN)은 단순한 애슬레저 웨어가 아닌 짐 안과 밖 모두에서 열정적으로 소비할 수 있는 트렌디한 어패럴, 패션에서 더 나아가 문화를 리드하는 브랜드가 되고자 합니다.",320
논플로어,NONFLOOR,https://image.msscdn.net/mfile_s01/_brand/free_medium/nonfloor.png?202308240807,SINCE 2021,한국,논플로어(NONFLOOR)는 접근성과 유니크함의 믹스처를 만들어내는 과정에서 무(無)의 개념에 영감을 얻어 탄생한 브랜드입니다. 무엇이든 받아들일 수 있는 하얀 백지처럼 무너지지 않는 접근성과 수용성을 유지한 채 유니크한 논플로어만의 영 웨이브를 그려 나갑니다.,152
데이,THEY,https://image.msscdn.net/mfile_s01/_brand/free_medium/they.png?202402071120,SINCE 2017,한국,"데이(THEY)는 좋은 옷을 입었을 때의 느낌을 기억하며 만듭니다. 누구나 쉽게 그리고 오래도록 사랑받을 수 있도록 제작하였으며, 좋은 품질의 의류를 대중화하여 기본의 기준을 높이는 것을 목표로 합니다.",58
엘리메노,ELIMENO,https://image.msscdn.net/mfile_s01/_brand/free_medium/elimeno.png?202401031226,SINCE 2021,한국,"엘리메노(ELIMENO)는 반경 1.6Km 내 활동할 수 있는 패션을 콘셉트로, 스트릿 패션 웨어로 하이엔드보다는 베이식하고 대중적인 이미지를 추구하며, 놈코어 룩과 시티시크 룩을 지향하는 유니섹스 컨템포러리 브랜드입니다.",331
앵글런,ANGLAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/anglan.png?202403061112,SINCE 2017,한국,"앵글런(ANGLAN)은 'Enjoy What We Wear'라는 슬로건 아래, 새로운 스타일의 와이드 캐주얼을 지향하는 브랜드입니다.",493
이스트쿤스트,ISTKUNST,https://image.msscdn.net/mfile_s01/_brand/free_medium/istkunst.png?202401151137,SINCE 2008,한국,"이스트쿤스트(ISTKUNST)는 패션, 예술, 스케이트보드, 빈티지 스포츠 웨어 그리고 음악계의 새로운 에너지를 전달하고자 하는 목적의 공동체이자 다양한 문화 영역과의 교류를 통해 얻은 영감을 바탕으로 자유로운 시각의 그래픽을 전개하는 브랜드입니다.",406
블랭크룸,BLANKROOM,https://image.msscdn.net/mfile_s01/_brand/free_medium/blankroom.png?202402191403,SINCE 2018,한국,"BLANKROOM(블랭크룸)은 당신의 공간이 블랭크룸과 함께 채워지길 바라는 마음으로, 곁에서 오래도록 사랑받을 수 있는 제품을 선보이는 라이프 스타일 브랜드입니다.",280
그루브라임,GROOVERHYME,https://image.msscdn.net/mfile_s01/_brand/free_medium/grooverhyme.png?202401080508,SINCE 2012,한국,그루브라임(GROOVE RHYME)은 '즐거움의 반복'이라는 뜻으로 새로운 소재와 디테일의 재배치를 추구하는 뉴에이지 스트릿 캐주얼 브랜드입니다.,187
배드블러드,BADBLOOD,https://image.msscdn.net/mfile_s01/_brand/free_medium/badblood.png?202402191504,SINCE 2018,한국,"배드블러드(BADBLOOD)는 트렌디하면서 즐거운 삶을 추구하는 사람들을 위한 브랜드입니다. 우리는 다양한 성향, 연령, 모든 체형을 존중하며 자유롭고 섹시한 라이프스타일을 지향합니다.",342
마카사이트,MACASITE,https://image.msscdn.net/mfile_s01/_brand/free_medium/macasite.png?202301310638,SINCE 2020,한국,"마카사이트(MACASITE)는 블랙 다이아몬드라고도 불리며 8월 4일의 탄생석으로 추억이나 동경을 의미합니다. 위험을 막고 자신을 지켜주는 행운의 원석인 마카사이트에서 영감을 받아 스타일리시한 디자인과 컬러, 패턴을 미니멀 룩에 담아 선보입니다.",167
247시리즈,247SERIES,https://image.msscdn.net/mfile_s01/_brand/free_medium/247series.png?202403121139,SINCE 2018,한국,"247시리즈(247SERIES)는 '24시간, 7일 편안함을 입는다'라는 콘셉트를 바탕으로 전개하고 있는 라이프스타일 브랜드입니다. 편안한 삶을 구성하는 요소인 사람과 공간, 일상을 고려하여 인도어와 아웃도어에서 모두 활용할 수 있는 아이템을 제안합니다.",378
배럴,BARREL,https://image.msscdn.net/mfile_s01/_brand/free_medium/barrel.png?202310100614,SINCE 2014,한국,"BARREL(배럴)은 자연이 만들어주는 최고의 파도를 타는 서퍼의 마음처럼 우리는 모든 제품의 디자인에 바다와 서핑을 담아내고자 합니다. 뛰어난 기능성을 가진 액션 스포츠 의류, 액세서리를 연구개발하며 디자인하는 브랜드입니다.",3280
엑스트라오디너리,EXTRAORDINARY,https://image.msscdn.net/mfile_s01/_brand/free_medium/extraordinary.png?202403061119,SINCE 2019,한국,"엑스트라오디너리(EXTRAORDINARY)는 지극히 평범한 곳에서 영감을 얻고 비범한 곳에서 평범함을 찾아 시각적 메시지를 의류에 담아 전개합니다. 평범함은 그동안 많은 시행착오 속에서 쌓아온 역사로서의 공감을, 비범함은 오래도록 해결하지 못한 나쁜 관습을 타파하는 시점과 행동의 변화를 의미합니다. 급격하게 변하는 시대적 현상 안에 평범함과 비범함이 조화롭게 융화되는 것을 목표로 컬렉션을 만들어갑니다.",676
어프레쉬,AFRESH,https://image.msscdn.net/mfile_s01/_brand/free_medium/afresh.png?202401030130,SINCE 2021,한국,"어프레쉬(AFRESH)는 일상생활 어디에서나 매치하기 좋은 데일리 감성과 편안하고 실용적인 착용감, 감각적인 디자인으로 실용성과 트렌드에 민감한 20대와 30대를 타깃으로 하는 하이 퀄리티 스포츠 웨어 브랜드입니다.",188
고스피어,GOSPHERES,https://image.msscdn.net/mfile_s01/_brand/free_medium/gospheres.png?202311130223,SINCE 2022,한국,고스피어(GOSPHERES)는 환경과 지속 가능성을 고려하는 하이엔드 골프 웨어 브랜드입니다. 퓨처 클래식을 콘셉트로 디자이너 듀오 강혁(KANGHYUK)의 미래 지향적 아이덴티티를 클래식하게 해석하였습니다.,383
비바브라운,VIVABROWN,https://image.msscdn.net/mfile_s01/_brand/free_medium/vivabrown.png?202403081138,SINCE 2023,한국,비바브라운(VIVABROWN)은 브랜드의 아이덴티티 컬러인 브라운에서 느껴지는 차분하고 모던한 감성을 추구하는 브랜드입니다. 'modern'과 'brown' 두 개의 키워드를 축으로 다양한 스타일을 전개합니다.,62
이에이,IEY,https://image.msscdn.net/mfile_s01/_brand/free_medium/iey.png?202403081209,SINCE 2020,한국,"이에이(IEY)는 미니멀을 베이스로 여유 있는 실루엣과 재미있는 아이디어, 러프함을 통해 캐주얼하고 웨어러블한 디자인을 선보입니다. 어디에도 잘 어울리고 오래 입을 수 있는, 퀄리티가 뛰어난 옷을 만들고자 합니다.",354
벤힛,VENHIT,https://image.msscdn.net/mfile_s01/_brand/free_medium/venhit.png?202307120515,SINCE 2019,한국,벤힛(VENHIT)은 누구나 쉽고 편안하게 본인의 개성을 자유롭게 표현할 수 있는 독특한 그래픽 디자인과 개성 있는 로고로 다가가는 브랜드입니다.,297
비디알,VDR,https://image.msscdn.net/mfile_s01/_brand/free_medium/vdr.png?202402231200,SINCE 2015,한국,"비디알(VDR)은 20세기 워크 웨어, 밀리터리 룩, 아웃도어 룩을 기반으로, 포괄적으로는 아메리칸 캐주얼이라는 장르 안에서 현대적 감성을 융합한 디자인을 추구하며, 'PERMANENT CLOTHING'을 지향합니다. 매 시즌 독창적인 디자인과 다양한 컬러, 심플함을 생산 요소로 두고, 튼튼한 원단과 재봉 기법으로 오랫동안 함께할 수 있는 옷을 만들고 있습니다.",378
지플리시,ZPLISH,https://image.msscdn.net/mfile_s01/_brand/free_medium/zplish.png?202307310554,SINCE 2011,한국,지플리시(ZPLISH)는 컨템포러리 무드를 기반으로 클래식과 미니멀리즘 그리고 대비를 지향합니다. 모던함에 지플리시의 위트와 크리에이티비티를 더해 매력적이고 트렌디한 컬렉션을 전개합니다.,328
86로드,86ROAD,https://image.msscdn.net/mfile_s01/_brand/free_medium/86road.png?202310100456,SINCE 2016,한국,"86ROAD(86로드)는 ""Polished Street""(다듬어진 스트리트)라는 슬로건을 기반으로 하는 데님 중심의 어반 스트리트 브랜드입니다.",122
에트몽,ETMON,https://image.msscdn.net/mfile_s01/_brand/free_medium/etmon.png?202402061143,SINCE 2019,한국,"에트몽(ETMON)은 '내가 보는 나'에 대한 판타지를 디자인하고, 페미닌 무드를 강조한 과감한 디테일을 디자이너만의 절제된 감성으로 풀어내는 브랜드입니다.",949
미니멀코드,MINIMALCODE,https://image.msscdn.net/mfile_s01/_brand/free_medium/minimalcode.png?202306220834,SINCE 2018,한국,"MINIMALCODE(미니멀코드)는 미니멀적인 배경을 패션에 접목시켜 세련되고 트렌디함을 추구하며, 모든 세대들을 대변하고자 독자적인 브랜드컬러와 감성으로 전개해 나가고 있는 브랜드입니다.",236
콜릿,KOLEAT,https://image.msscdn.net/mfile_s01/_brand/free_medium/koleat.png?202311150647,SINCE 2018,한국,콜릿(KOLEAT)은 브랜드만의 핏과 디테일을 담은 트렌디하고 시크한 데일리 룩을 선보이는 브랜드입니다. 오래 입을 수 있는 기본 아이템을 특별한 디테일에 집중하여 유행에 맞는 스타일리시한 패션 웨어를 선보입니다.,549
레이브,RAIVE,https://image.msscdn.net/mfile_s01/_brand/free_medium/raive.png?202206070251,SINCE 2017,한국,레이브(RAIVE)는 개별적 취향을 존중하고 사랑과 평화를 외치는 파티 문화 레이브(RAVE)에서 영감을 받아 표현에 제한을 두지 않는 자유롭고 쿨한 스타일을 선보이는 패션 레이블입니다.,1011
리브레너,REBRENNER,https://image.msscdn.net/mfile_s01/_brand/free_medium/rebrenner.png?202305190136,SINCE 2019,한국,"리브레너(REBRENNER)는 기본에 충실한 디자인을 바탕으로 위탁 생산이 아닌 재단, 재봉, 제조 공장을 자체적으로 운영하여 원재료 매입부터 제조, 판매까지 책임을 지고 생산하여 뛰어난 퀄리티와 중간 마진 없는 합리적인 가격대의 컬렉션을 선보입니다. 어느 한 트렌드에 기울지 않고 다양한 문화를 누구나 즐길 수 있는 재미있는 스토리를 만들어 나가는 브랜드입니다.",154
애습,ASP,https://image.msscdn.net/mfile_s01/_brand/free_medium/asp.png?202309040529,SINCE 2020,한국,애습(ASP)은 무난하지만 특별한 모습을 원합니다. 일상적인 상황과 장소에 어울리는 캐주얼하고 미니멀한 디자인을 애습의 취향으로 제안합니다.,60
메인부스,MAINBOOTH,https://image.msscdn.net/mfile_s01/_brand/free_medium/mainbooth.png?202403081126,SINCE 2014,한국,메인부스(MAINBOOTH)는 2015년에 시작한 한국의 유니섹스 캐주얼 브랜드입니다. 매 시즌 새로운 테마의 이야기를 전달하며 항상 특별한 상상이 되고자 합니다. 단조로운 일상에서 벗어나는 베이식하지만 결코 지루하지 않은 아이템을 제안합니다.,363
락케이크,ROCKCAKE,https://image.msscdn.net/mfile_s01/_brand/free_medium/rockcake.png?202402221716,SINCE 2021,한국,락케이크(ROCKCAKE)는 조화로운 선들이 만나 정제된 모던함을 선보이는 브랜드입니다. 익숙하지만 섬세한 전개로 여러분의 일상에 자연스럽게 녹아들며 포근한 일상을 그려내는 것에 집중합니다.,317
모즈모즈,MOZMOZ,https://image.msscdn.net/mfile_s01/_brand/free_medium/mozmoz.png?202306150252,SINCE 2019,한국,"모즈모즈(MOZMOZ)는 'Make Over Zero, 0을 넘어서다'라는 브랜드 슬로건에 맞게 가장 베이직한 무에서 새로운 무드인 유를 발견하고 다양성과 함께 편안함을 추구하는 스트릿 브랜드입니다.",453
제이엘브,JELEVE,https://image.msscdn.net/mfile_s01/_brand/free_medium/jeleve.png?202310160934,SINCE 2021,한국,"제이엘브(JELEVE)는 'Just'와 최고를 뜻하는 'Eleve'의 합성어로, '이 옷을 입는 순간 여러분은 최고가 될 것입니다'라는 뜻을 지녔습니다. 편안함과 고급스러움을 목표로 일상복과 운동복 모두를 아우르는 의류를 통해 애슬레저 업계에 새로운 바람을 일으키고자 합니다.",48
패블러스아카이브,FABULOUSARCHIVE,https://image.msscdn.net/mfile_s01/_brand/free_medium/fabulousarchive.png?202401100108,SINCE 2021,한국,패블러스아카이브(FABULOUS ARCHIVE)는 동세대가 공감할 수 있는 디자인과 합리적인 가격으로 누구나 편안하고 웨어러블하게 입을 수 있는 라이프 웨어를 제안합니다.,586
유라고,URAGO,https://image.msscdn.net/mfile_s01/_brand/free_medium/urago.png?202402131405,SINCE 2015,한국,"유라고(URAGO)는 시간이 지나도 절대 변하지 않을 가치, '자연스러움'에 초점을 둔 이지 웨어를 기반으로 하는 브랜드입니다. 일상에서 자연스럽게 표현할 수 있는 감성을 담아 선보입니다.",1193
51퍼센트,51PERCENT,https://image.msscdn.net/mfile_s01/_brand/free_medium/51percent.png?202310050329,SINCE 2017,한국,"51퍼센트(51PERCENT)는 기계공학을 전공한 디자이너의 성향이 반영되어 구조적인 디자인과 메탈릭한 디테일이 제품 곳곳에서 드러납니다. 매 시즌 구조적인 실루엣과 디테일을 다양한 주제와 함께 선보입니다. 51퍼센트는 세련된 남성들이 즐길 수 있는, 상업성과 예술성을 두루 갖춘 제품을 선보입니다.",203
이지노이지,EASYNOEASY,https://image.msscdn.net/mfile_s01/_brand/free_medium/easynoeasy.png?202309070612,SINCE 2021,한국,이지노이지(EASY NO EASY)는 이지 캐주얼을 기반으로 한 패션 브랜드입니다. 'Simple is not easy'라는 브랜드 슬로건을 바탕으로 사람들이 일상에서 쉽게 접할 수 있는 베이식한 아이템에 브랜드만의 트렌디한 디자인을 더해 익숙하지만 감각적인 새로운 이지 캐주얼 문화를 제안합니다.,326
999휴머니티,999HUMANITY,https://image.msscdn.net/mfile_s01/_brand/free_medium/999humanity.png?202402081342,SINCE 2017,한국,"999휴머니티(999HUMANITY)는 불완전함과 완전함의 경계에서 끊임없이 순환하다가 어떤 누군가와의 접점을 통해 새로운 것을 받아들이는 매개체입니다. 999는 접점의 무수한 연결을 의미하며, 다양성을 바탕으로 우리가 경험해온 의복의 선순환을 지향하며 만들어갑니다.",245
홀리선,HORLISUN,https://image.msscdn.net/mfile_s01/_brand/free_medium/horlisun.png?202403071150,SINCE 2015,한국,"HORLISUN(홀리선)은 북남미 여행을 하며 만난 수평선(Horizon)과 해(Sun)에서 영감을 받은 로고와 크리에이티브한 레터링, 그래픽디자인을 통하여 브랜드의 아이덴티티를 얘기하려고 합니다. 매일 새로운 모습을 보여주는 태양의 변함없는 가치와 긍정적인 에너지를 제품에 정성들여 담아 공유하는 것이 브랜드의 목표이며, Stay Awake the Longest... 언제나 깨어있는 영감을 디자인으로 전달하고자 합니다.",325
앤더슨벨,ANDERSSONBELL,https://image.msscdn.net/mfile_s01/_brand/free_medium/anderssonbell.png?202402191203,SINCE 2014,한국,"앤더슨벨(ANDERSSON BELL)은 한국과 대조적인 스칸디나비아 문화에서 영감을 얻은 크리에이티브 디렉터에 의해 비롯된 브랜드로 2014년 서울에서 시작되었습니다. 앤더슨벨은 한국인의 시선으로 본 스칸디나비안 바이브를 재해석하여 새로운 것을 창조하는 것으로 출발하였습니다. 앤더슨벨의 '앤더슨(Andersson)'은 스웨덴의 흔한 성 중 하나이며, '벨'은 한국 전통 사원을 상징합니다. 이 두 가지 문화적 특성을 하나로 융합한 앤더슨벨은, 현재 스칸디나비안 바이브에 국한하지 않고 한국과 대비되는 다양한 문화를 접목하여 앤더슨벨만의 균형감과 유니크한 감각을 선보이고 있습니다.",113
앨빈클로,ALVINCLO,https://image.msscdn.net/mfile_s01/_brand/free_medium/alvinclo.png?202312130202,SINCE 2011,한국,"앨빈클로(ALVINCLO)는 '옷을 입는 한 사람'으로서 언제 어디서나 편안하고 트렌디한 옷을 만들기 위해 끊임없이 노력하고 성장하고자 합니다. 다양하게 변화하는 디자인 흐름 속에서 본질에 충실하면서도 유니크한 디자인을 선보입니다. 또한, 론칭 이후 지금까지 국내 원단 사용&생산을 고집하고 있으며 철저한 품질 관리를 통해 눈치채기 힘든 부분까지 디테일하게 관리합니다.",703
코오롱스포츠,KOLONSPORT,https://image.msscdn.net/mfile_s01/_brand/free_medium/kolonsport.png?202402281228,SINCE 1973,한국,"코오롱스포츠(KOLON SPORT)는 1973년 론칭하여 오랜 전통을 가진 브랜드로 한국을 대표하는 최초, 최고의 아웃도어 레이블 중 하나입니다.",1037
테일러 스튜디오,TAILORSTUDIO,https://image.msscdn.net/mfile_s01/_brand/free_medium/tailorstudio.png?202306220838,SINCE 2017,한국,"TAILOR STUDIO(테일러 스튜디오)는 이전 시대의 전통적인 스타일을 의미하는 ""올드스쿨"" 스타일의 심플한 느낌의 브랜드입니다.",158
와르,WAAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/waar.png?202403131447,SINCE 2020,한국,"와르(WAAR)는 'We Are Always Right'를 모토로, 감각적이고 세련된 감성으로 누구나 좋아하고 입고 싶은 옷을 선보이는 브랜드입니다.",583
미드나잇 무브,MIDNIGHTMOVE,https://image.msscdn.net/mfile_s01/_brand/free_medium/midnightmove.png?202309080532,SINCE 2017,한국,"MIDNIGHT MOVE(미드나잇 무브)는 감성적, 트랜드를 기반으로한 컨템포러리 유니섹스 브랜드로 새벽까지 사랑,일,학업에 최선을 다하는 당신에게 기본에 충실하지만 유니크함으로 매시즌 당신을 특별하게 만들어줄 옷을 추구합니다",1065
퍼블릭아이콘,PUBLICICON,https://image.msscdn.net/mfile_s01/_brand/free_medium/publicicon.png?202105210155,SINCE 2014,한국,PUBLIC ICON(퍼블릭아이콘)은 심플한 데일리룩을 표방하며 전통적인 의복의 형식을 고수하여 누구나 쉽게 입을 수 있는 웨어러블 한 제품을 양산해내면서 수준에 벗어나지 않는 트랜디함을 믹스하여 퍼블릭아이콘만의 확실한 아이덴티티와 퀄리티의 완성도로 재해석한 브랜드입니다. 높은 퀄리티에 부담 없는 가격대와 S~4XL까지 다양한 사이즈로 제작됩니다.,198
안다르,ANDAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/andar.png?202308090450,SINCE 2015,한국,"안다르(ANDAR)는 스페인어로 '걷다'라는 뜻입니다. 누군가와 경쟁할 필요 없이, 신기록을 세울 필요 없이, 오직 더 나은 삶을 위해 나만의 속도로 걷는 이들을 응원합니다. 바쁜 삶 속에서도 나만의 속도를 잃지 않고 걸어 나가는 이들을 위한 프리미엄 애슬레저 라이프스타일을 제안합니다.",2131
해칭룸,HATCHINGROOM,https://image.msscdn.net/mfile_s01/_brand/free_medium/hatchingroom.png?202309080233,SINCE 2021,한국,"해칭룸(HATCHINGROOM)은 새로운 것이 탄생하는 장소를 의미하며, 기존의 의복을 재해석합니다. 급진적인 변화를 주진 않으나 착용자를 생각한 편안한 디테일과 유려한 실루엣을 보여줍니다. '눈에 담긴 일상'에서 영감을 받아 이를 기록하고 담아냅니다.",264
라이프워크,LIFEWORK,https://image.msscdn.net/mfile_s01/_brand/free_medium/lifework.png?202403141205,SINCE 2018,한국,"LIFEWORK(라이프워크)는 삶과 일의 경계를 허무는 새로운 패션 라이프를 제안합니다. 다채로운 장면에서도 편안하고, 자유스러우면서, 트렌드하게 어울리는 라이프 콜라보 스타일을 제안하는 브랜드입니다.",2728
